"","routing_number","telegraphic_name","customer_name","state_or_territory_abbreviation","city","funds_transfer_status:
				y_-_eligible
				n_-_ineligible","funds_settlement-only_status:
				s_-_settlement-only","book-entry_securities_transfer_status:
				y_-_eligible
				n_-_ineligible","date_of_last_revision:_yyyymmdd,_or_blank"
"4677","104113958","ADAMS BK OGALLALA ","ADAMS BANK AND TRUST                ","NE","OGALLALA                 ","Y"," ","Y","        "
"4678","104113990","FIRST CTRL MCCOOK ","FIRST CENTRAL BANK MCCOOK           ","NE","MCCOOK                   ","Y","S","N","20150511"
"4679","104189461","HOLYOKE COM FCU   ","HOLYOKE COMMUNITY FEDERAL CU        ","NE","IMPERIAL                 ","Y"," ","N","20111005"
"4680","104900048","FNB OMAHA         ","FIRST NATIONAL BANK OF OMAHA        ","NE","OMAHA                    ","Y"," ","N","20141010"
"4681","104900116","FST SBT CO FREMONT","FIRST STATE BANK                    ","NE","FREMONT                  ","N"," ","Y","20090312"
"4682","104900349","CORNERSTONE BANK  ","CORNERSTONE BANK                    ","NE","YORK                     ","Y"," ","Y","20061005"
"4683","104900459","FNB OMAHA         ","FIRST NATIONAL BANK OF OMAHA        ","NE","OMAHA                    ","Y"," ","N","20141010"
"4684","104900527","ARBOR BANK        ","ARBOR BANK                          ","NE","NEBRASKA CITY            ","N"," ","Y","20150826"
"4685","104900585","FNB FAIRBURY      ","FIRST NATIONAL BANK OF FAIRBURY     ","NE","FAIRBURY                 ","Y"," ","Y","20090902"
"4686","104900679","FNB OMAHA         ","FIRST NATIONAL BANK OF OMAHA        ","NE","OMAHA                    ","Y"," ","N","20141010"
"4687","104900721","FNB OMAHA         ","FIRST NATIONAL BANK OF OMAHA        ","NE","OMAHA                    ","Y"," ","N","20141010"
"4688","104900750","PLATTSMOUTH ST BK ","PLATTSMOUTH STATE BANK              ","NE","PLATTSMOUTH              ","Y","S","N","20140303"
"4689","104900802","F&M BANK          ","F&M BANK                            ","NE","FALLS CITY               ","Y"," ","Y","20121214"
"4690","104900912","CARSON AUBURN     ","AUBURN STATE BANK                   ","NE","AUBURN                   ","Y","S","Y","20151015"
"4691","104900938","AUBURN ST BK      ","AUBURN STATE BANK                   ","NE","AUBURN                   ","Y","S","N","20130321"
"4692","104901144","CITY BT CRETE     ","CITY BANK & TRUST CO                ","NE","CRETE                    ","Y","S","Y","20070326"
"4693","104901238","FIRSTBK NEBRASKA  ","FIRSTBANK OF NEBRASKA               ","NE","WAHOO                    ","Y","S","N","20131224"
"4694","104901241","SIOUXLAND NATL    ","SIOUXLAND NATIONAL BANK             ","NE","SOUTH SIOUX CITY         ","Y"," ","N","20130322"
"4695","104901335","ST NEBR BK &  TR  ","STATE NEBRASKA BANK & TRUST         ","NE","WAYNE                    ","Y","S","Y","20140108"
"4696","104901348","CATTLE NATL B&T CO","THE CATTLE NATIONAL BANK & TRUST CO ","NE","SEWARD                   ","Y","S","Y","20050930"
"4697","104901364","JONES SEWARD      ","JONES NATIONAL BANK AND TRUST CO    ","NE","SEWARD                   ","Y"," ","Y","        "
"4698","104901513","F&M BK            ","F&M BANK                            ","NE","WEST POINT               ","Y"," ","Y","20100604"
"4699","104901568","BK OF THE VALLEY  ","BANK OF THE VALLEY                  ","NE","BELLWOOD                 ","Y","S","N","20130417"
"4700","104901584","WEST GATE BANK    ","WEST GATE BANK                      ","NE","LINCOLN                  ","Y"," ","Y","        "
"4701","104901597","HEARTLAND BK      ","HEARTLAND BANK                      ","NE","GENEVA                   ","Y","S","Y","20140228"
"4702","104901610","FSB GOTHENBURG    ","FIRST STATE BANK                    ","NE","GOTHENBURG               ","N"," ","Y","20141107"
"4703","104901652","BANKFIRST         ","BANKFIRST                           ","NE","NORFOLK                  ","Y"," ","Y","20021204"
"4704","104901665","CHARTER WEST NATL ","CHARTER WEST NATIONAL BANK          ","NE","WEST POINT               ","Y"," ","Y","20000929"
"4705","104901678","FIVE PT BK GR ISL ","FIVE POINTS BANK                    ","NE","GRAND ISLAND             ","Y"," ","Y","        "
"4706","104901717","FIRST BK & TR     ","FIRST BK & TR OF FULLERTON          ","NE","FULLERTON                ","Y"," ","Y","20100701"
"4707","104901720","FULLERTON NATL    ","FULLERTON NATIONAL BANK             ","NE","FULLERTON                ","Y","S","Y","20070926"
"4708","104901814","MINDEN EXCH NEB   ","MINDEN EXCHANGE BANK & TRUST CO     ","NE","MINDEN                   ","Y"," ","Y","        "
"4709","104901827","FNB & TR MINDEN   ","FIRST BANK AND TRUST CO             ","NE","MINDEN                   ","Y","S","Y","20090415"
"4710","104901911","F&M ASHLAND       ","FARMERS & MERCHANTS BANK OF ASHLAND ","NE","ASHLAND                  ","Y","S","N","20141107"
"4711","104901940","GENOA COMM BK     ","GENOA COMMUNITY BANK                ","NE","GENOA                    ","Y","S","Y","20110629"
"4712","104902033","STANTON ST BK     ","STANTON STATE BANK                  ","NE","STANTON                  ","Y","S","Y","20100105"
"4713","104902062","CITZ ST PAUL      ","CITIZENS BANK & TRUST CO            ","NE","SAINT PAUL               ","Y","S","Y","20041110"
"4714","104902114","CORE BANK         ","CORE BANK                           ","NE","OMAHA                    ","Y","S","N","20140210"
"4715","104902172","ELKHORN VALLEY BK ","ELKHORN VALLEY BANK                 ","NE","NORFOLK                  ","Y"," ","N","20130322"
"4716","104902363","FIRST BK COZAD    ","FIRST BANK & TRUST CO               ","NE","COZAD                    ","Y","S","Y","20070718"
"4717","104902376","HOMESTEAD BK      ","HOMESTEAD BANK                      ","NE","COZAD                    ","Y","S","Y","20091028"
"4718","104902392","CITIZ WISNER      ","CITIZENS STATE BANK                 ","NE","WISNER                   ","Y","S","Y","20091215"
"4719","104902800","GENERATIONS BK    ","GENERATIONS BANK                    ","NE","EXETER                   ","Y"," ","Y","20121220"
"4720","104902949","FNB NORTHEAST     ","FIRST NATIONAL BANK NORTHEAST       ","NE","LYONS                    ","Y","S","Y","20070223"
"4721","104903294","FIRST BK BANCROFT ","FIRST BANK OF BANCROFT              ","NE","BANCROFT                 ","Y","S","Y","20141223"
"4722","104903333","EXCHANGE BK GIBBON","EXCHANGE BANK                       ","NE","GIBBON                   ","Y","S","Y","20130802"
"4723","104903362","F&M BANK          ","FARMER AND MERCHANTS BANK           ","NE","MILFORD                  ","Y"," ","Y","20110328"
"4724","104903498","FRMRS ST BK       ","FARMERS STATE BANK                  ","NE","DODGE                    ","N"," ","Y","20141107"
"4725","104903579","CLARKSON BK       ","CLARKSON BANK                       ","NE","CLARKSON                 ","N"," ","Y","20141107"
"4726","104903595","TWO RIVERS ST BK  ","TWO RIVERS STATE BANK               ","NE","BLAIR                    ","N"," ","Y","20141107"
"4727","104903692","AMER EXCHANGE BK  ","AMERICAN EXCHANGE BANK              ","NE","ELMWOOD                  ","Y","S","Y","20051219"
"4728","104904099","OAK CRK VALLEY BK ","OAK CREEK VALLEY BANK               ","NE","VALPARAISO               ","N"," ","Y","20141107"
"4729","104904277","FB OF UTICA       ","FIRST BANK OF UTICA                 ","NE","UTICA                    ","Y","S","N","20090626"
"4730","104904442","FIRST COMMUNITY BK","FIRST COMMUNITY BANK                ","NE","BEEMER                   ","Y","S","Y","20100610"
"4731","104905616","FIVE POINTS BK    ","FIVE POINTS BANK OF HASTINGS        ","NE","HASTINGS                 ","Y"," ","Y","20030313"
"4732","104905784","HORIZON BANK      ","HORIZON BANK                        ","NE","WAVERLY                  ","Y"," ","Y","20010717"
"4733","104905881","FNB JOHNSON       ","FIRST NATIONAL BANK                 ","NE","JOHNSON                  ","Y","S","Y","20041105"
"4734","104907025","CORNHUSKER BK LINC","CORNHUSKER BANK                     ","NE","LINCOLN                  ","Y"," ","Y","        "
"4735","104907708","ADAMS CNTY BK     ","ADAMS COUNTY BANK                   ","NE","KENESAW                  ","N"," ","Y","20141107"
"4736","104907779","FOUNDATION ONE BK ","FOUNDATION ONE BANK                 ","NE","WATERLOO                 ","N"," ","Y","20141107"
"4737","104908383","HERITAGE BANK     ","HERITAGE BANK                       ","NE","WOOD RIVER               ","Y"," ","Y","20000928"
"4738","104908422","TOWN & COUNTRY BK ","TOWN & COUNTRY BANK                 ","NE","RAVENNA                  ","Y","S","Y","20070426"
"4739","104908956","FST NEB BK VALLEY ","FIRST NEBRASKA BANK                 ","NE","VALLEY                   ","Y","S","Y","20070531"
"4740","104909531","FST ST BK NE      ","FIRST STATE BANK NEBRASKA           ","NE","LINCOLN                  ","Y"," ","Y","20120330"
"4741","104910135","AMER INTERSTATE BK","AMERICAN INTERSTATE BANK            ","NE","ELKHORN                  ","Y"," ","Y","        "
"4742","104910795","UNION BK TR LINC  ","UNION BANK AND TRUST COMPANY        ","NE","LINCOLN                  ","Y"," ","Y","        "
"4743","104912670","IOWA-NEBRASKA SB  ","IOWA-NEBRASKA STATE BANK            ","NE","SOUTH SIOUX CITY         ","Y"," ","N","20130321"
"4744","104913019","BK OF BENNINGTON  ","BANK OF BENNINGTON                  ","NE","BENNINGTON               ","Y"," ","Y","20100112"
"4745","104913161","WASHGTN CNTY BK   ","WASHINGTON COUNTY BANK              ","NE","BLAIR                    ","Y","S","N","20120326"
"4746","104913190","PATHWAY BANK      ","PATHWAY BANK                        ","NE","CAIRO                    ","N"," ","Y","20141107"
"4747","104913255","WAHOO STATE       ","WAHOO STATE BANK                    ","NE","WAHOO                    ","Y","S","N","20141107"
"4748","104913284","COLUMBUS BK & TR  ","COLUMBUS BANK AND TRUST COMPANY     ","NE","COLUMBUS                 ","Y"," ","Y","        "
"4749","104913381","FRONTIER BK       ","FRONTIER BANK                       ","NE","OMAHA                    ","Y"," ","N","20151005"
"4750","104913530","HENDERSON ST BK   ","HENDERSON STATE BANK                ","NE","HENDERSON                ","N"," ","Y","20141107"
"4751","104913912","PINNACLE BK NE    ","PINNACLE BANK                       ","NE","LINCOLN                  ","Y"," ","Y","20150410"
"4752","104913970","NEBRASKALAND NATL ","NEBRASKALAND NATIONAL BANK          ","NE","NORTH PLATTE             ","Y"," ","N","        "
"4753","104914050","WORLDS FOREMOST BK","WORLD'S FOREMOST BANK, N.A.         ","NE","SIDNEY                   ","Y"," ","N","20010323"
"4754","104989852","COM BK OF LINC    ","NEBRASKA BANK OF COMMERCE           ","NE","LINCOLN                  ","Y"," ","Y","20130228"
"4755","107000068","PUEBLO BK & TR    ","PUEBLO BANK AND TRUST COMPANY       ","CO","PUEBLO                   ","Y"," ","Y","        "
"4756","107000097","PIKES PEAK NATL BK","PIKES PEAK NATIONAL BANK            ","CO","COLORADO SPRINGS         ","Y"," ","Y","        "
"4757","107000262","FNB FT COLLINS    ","FIRST NATIONAL BANK OF OMAHA        ","CO","FORT COLLINS             ","Y"," ","N","20110719"
"4758","107000372","SW CAPITAL BK     ","SOUTHWEST CAPITAL BANK              ","NM","LAS VEGAS                ","Y"," ","Y","20121003"
"4759","107000440","FNB SANTA FE NM   ","FIRST NATL BANK OF SANTA FE         ","NM","SANTA FE                 ","Y"," ","Y","        "
"4760","107000783","WESTERN BK ALBQ   ","COMPASS BANK                        ","NM","ALBUQUERQUE              ","Y"," ","N","20030814"
"4761","107000929","ROCKY MTN BT      ","ROCKY MOUNTAIN BANK AND TRUST       ","CO","FLORENCE                 ","Y"," ","Y","20150903"
"4762","107001012","LOS ALAMOS NATL   ","LOS ALAMOS NATIONAL BANK            ","NM","LOS ALAMOS               ","Y"," ","Y","        "
"4763","107001070","CITYWIDE AURORA   ","CITYWIDE BANK                       ","CO","AURORA                   ","Y"," ","Y","19990721"
"4764","107001232","ANB               ","ANB BANK                            ","CO","DENVER                   ","Y"," ","Y","20120112"
"4765","107001261","CENTINEL BK TAOS  ","CENTINEL BANK OF TAOS               ","NM","TAOS                     ","Y"," ","Y","        "
"4766","107001326","FNB ESTES PARK    ","BANK OF ESTES PARK                  ","CO","ESTES PARK               ","N"," ","Y","20120927"
"4767","107001452","FST COMMUNITY BK  ","US BANK, NA                         ","NM","TAOS                     ","Y"," ","N","20140303"
"4768","107001481","ACADEMY BANK, NA  ","ACADEMY BANK NA                     ","MO","KANSAS CITY              ","Y"," ","Y","20150414"
"4769","107002008","COM 1ST BK LAS VE ","COMMUNITY 1ST BANK LAS VEGAS        ","NM","LAS VEGAS                ","Y"," ","Y","20071221"
"4770","107002118","NBH BKS NA, COM BK","NBH BANK NA, COMM BKS OF CO BRANCH  ","CO","ARVADA                   ","Y"," ","N","20121116"
"4771","107002260","FIRSTIER N GLENN  ","COMPASS BANK                        ","CO","NORTHGLENN               ","Y"," ","N","20141107"
"4772","107002312","FIRST COMMUNITY   ","US BANK, NA                         ","NM","TAOS                     ","Y"," ","N","20141107"
"4773","107002448","BANK OF COLORADO  ","BANK OF COLORADO                    ","CO","FORT COLLINS             ","Y"," ","Y","20010926"
"4774","107002516","GLACIER KALISPELL ","GLACIER BANK CANON DIVISION         ","CO","CANON CITY               ","Y"," ","Y","20151030"
"4775","107002723","MAIN BANK         ","MAIN BANK                           ","NM","ALBUQUERQUE              ","Y"," ","Y","20060207"
"4776","107003418","FARMERS ST BRUSH  ","FARMERS STATE BANK                  ","CO","BRUSH                    ","N"," ","Y","20141107"
"4777","107003463","NORTHSTAR BK OF CO","NORTHSTAR BANK OF COLORADO          ","CO","DENVER                   ","Y"," ","Y","20140324"
"4778","107003829","FNB FLEMING       ","FIRST NATIONAL BANK OF FLEMING      ","CO","FLEMING                  ","Y","S","Y","20080516"
"4779","107003861","EVERGREEN NATL BNK","EVERGREEN NATIONAL BANK             ","CO","EVERGREEN                ","Y"," ","Y","        "
"4780","107004491","PEOPLES BK TAOS   ","PEOPLES BANK                        ","NM","RANCHOS DE TAOS          ","Y"," ","N","        "
"4781","107004776","HOME STATE BANK   ","HOME STATE BANK                     ","CO","LOVELAND                 ","Y"," ","Y","        "
"4782","107005047","FIRSTBK           ","FIRSTBANK                           ","CO","LAKEWOOD                 ","Y"," ","Y","20101018"
"4783","107005076","NO VLLY THORNTON  ","NORTH VALLEY BANK                   ","CO","THORNTON                 ","Y","S","Y","20040427"
"4784","107005319","COMPASS COLORADO  ","COMPASS BANK                        ","CO","ENGLEWOOD                ","Y"," ","N","20030814"
"4785","107005445","VALLEY NB BRIGHTON","VALLEY BANK AND TRUST               ","CO","BRIGHTON                 ","Y"," ","Y","        "
"4786","107005953","CENTENNIAL BK CO  ","CENTENNIAL BANK                     ","CO","DENVER                   ","Y"," ","Y","20150703"
"4787","107005979","MUTUAL OF OMAHA BK","MUTUAL OF OMAHA BANK                ","NE","LINCOLN                  ","Y"," ","N","20130715"
"4788","107006253","MY BANK           ","MY BANK                             ","NM","BELEN                    ","Y"," ","Y","20061031"
"4789","107006389","CACHE GREELEY CO  ","CACHE BANK & TRUST                  ","CO","GREELEY                  ","N"," ","Y","20141107"
"4790","107006428","FRONT RANGE BANK  ","FRONT RANGE BANK                    ","CO","LAKEWOOD                 ","Y"," ","Y","        "
"4791","107006444","TCF NATIONAL BANK ","TCF NATIONAL BANK                   ","CO","GREENWOOD VILLAGE        ","Y"," ","N","20141107"
"4792","107006541","NEW MEXICO BK & TR","NEW MEXICO BANK AND TRUST           ","NM","ALBUQUERQUE              ","N"," ","Y","20141107"
"4793","107006606","BOKF NA           ","BOKF NA                             ","NM","ALBUQUERQUE              ","Y"," ","N","20130621"
"4794","107006787","ADVANTAGE BANK    ","ADVANTAGE BANK                      ","CO","LOVELAND                 ","Y"," ","Y","20140306"
"4795","107006800","TRUST CO AMERICA  ","TRUST COMPANY OF AMERICA            ","CO","CENTENNIAL               ","Y","S","N","20141209"
